variable_name,variable_label,value_value,value_label
c60_2,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I have a hard time making it through stressful events",3,Neutral
c60_2,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I have a hard time making it through stressful events",4,Agree
c60_2,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I have a hard time making it through stressful events",5,Strongly Agree
c60_2,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I have a hard time making it through stressful events",999906,Question seen but not answered
c60_3,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It does not take me long to recover from a stressful event",1,Strongly Disagree
c60_3,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It does not take me long to recover from a stressful event",2,Disagree
c60_3,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It does not take me long to recover from a stressful event",3,Neutral
c60_3,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It does not take me long to recover from a stressful event",4,Agree
c60_3,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It does not take me long to recover from a stressful event",5,Strongly Agree
c60_3,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It does not take me long to recover from a stressful event",999906,Question seen but not answered
c60_4,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It is hard for me to snap back when something bad happens",1,Strongly Disagree
c60_4,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It is hard for me to snap back when something bad happens",2,Disagree
c60_4,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It is hard for me to snap back when something bad happens",3,Neutral
c60_4,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It is hard for me to snap back when something bad happens",4,Agree
c60_4,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It is hard for me to snap back when something bad happens",5,Strongly Agree
c60_4,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - It is hard for me to snap back when something bad happens",999906,Question seen but not answered
c60_5,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I usually come through difficult times with little trouble",1,Strongly Disagree
c60_5,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I usually come through difficult times with little trouble",2,Disagree
c60_5,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I usually come through difficult times with little trouble",3,Neutral
c60_5,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I usually come through difficult times with little trouble",4,Agree
c60_5,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I usually come through difficult times with little trouble",5,Strongly Agree
c60_5,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I usually come through difficult times with little trouble",999906,Question seen but not answered
c60_6,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I tend to take a long time to get over set-backs in my life",1,Strongly Disagree
c60_6,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I tend to take a long time to get over set-backs in my life",2,Disagree
c60_6,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I tend to take a long time to get over set-backs in my life",3,Neutral
c60_6,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I tend to take a long time to get over set-backs in my life",4,Agree
c60_6,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I tend to take a long time to get over set-backs in my life",5,Strongly Agree
c60_6,"60. For the next set of statements, please respond to each item by indicating the extent you agree with the statement. - I tend to take a long time to get over set-backs in my life",999906,Question seen but not answered
c61_1,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your health in general?,1,Completely in control
c61_1,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your health in general?,2,Somewhat in control
c61_1,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your health in general?,3,Unsure
c61_1,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your health in general?,4,Somewhat out of my control
c61_1,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your health in general?,5,Completely out of my control
c61_1,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your health in general?,999906,Question seen but not answered
c61_2,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not you contract the virus?,1,Completely in control
c61_2,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not you contract the virus?,2,Somewhat in control
c61_2,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not you contract the virus?,3,Unsure
c61_2,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not you contract the virus?,4,Somewhat out of my control
c61_2,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not you contract the virus?,5,Completely out of my control
c61_2,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not you contract the virus?,999906,Question seen but not answered
c61_3,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not someone you love contracts the virus?,1,Completely in control
c61_3,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not someone you love contracts the virus?,2,Somewhat in control
c61_3,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not someone you love contracts the virus?,3,Unsure
c61_3,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not someone you love contracts the virus?,4,Somewhat out of my control
c61_3,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not someone you love contracts the virus?,5,Completely out of my control
c61_3,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: whether or not someone you love contracts the virus?,999906,Question seen but not answered
c61_4,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your experience of the virus if you do get it?,1,Completely in control
c61_4,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your experience of the virus if you do get it?,2,Somewhat in control
c61_4,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your experience of the virus if you do get it?,3,Unsure
c61_4,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your experience of the virus if you do get it?,4,Somewhat out of my control
c61_4,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your experience of the virus if you do get it?,5,Completely out of my control
c61_4,61. Please respond to each item by indicating the extent you agree with the statement. - How much control do you feel you have over: your experience of the virus if you do get it?,999906,Question seen but not answered
c62,"62. To what extent do you agree with the following statements: It is important to me to spend time interacting with nature (e.g. spending time outdoors in parks, the countryside, watching wildlife in my garden  etc).",1,Strongly disagree
c62,"62. To what extent do you agree with the following statements: It is important to me to spend time interacting with nature (e.g. spending time outdoors in parks, the countryside, watching wildlife in my garden  etc).",2,Disagree
c62,"62. To what extent do you agree with the following statements: It is important to me to spend time interacting with nature (e.g. spending time outdoors in parks, the countryside, watching wildlife in my garden  etc).",3,Neutral
c62,"62. To what extent do you agree with the following statements: It is important to me to spend time interacting with nature (e.g. spending time outdoors in parks, the countryside, watching wildlife in my garden  etc).",4,Agree
c62,"62. To what extent do you agree with the following statements: It is important to me to spend time interacting with nature (e.g. spending time outdoors in parks, the countryside, watching wildlife in my garden  etc).",5,Strongly Agree
c62,"62. To what extent do you agree with the following statements: It is important to me to spend time interacting with nature (e.g. spending time outdoors in parks, the countryside, watching wildlife in my garden  etc).",999906,Question seen but not answered
c63,63. Is this more or less important than before COVID-19?,1,More important
c63,63. Is this more or less important than before COVID-19?,2,About the same
c63,63. Is this more or less important than before COVID-19?,3,Less important
c63,63. Is this more or less important than before COVID-19?,999906,Question seen but not answered
c64_1,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Marriage or other romantic relationship",0,No
c64_1,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Marriage or other romantic relationship",1,Yes
c64_1,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Marriage or other romantic relationship",999906,Question seen but not answered
c64_2,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Friends or family living in your household",0,No
c64_2,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Friends or family living in your household",1,Yes
c64_2,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Friends or family living in your household",999906,Question seen but not answered
c64_3,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Friends or family living outside your household",0,No
c64_3,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Friends or family living outside your household",1,Yes
c64_3,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Friends or family living outside your household",999906,Question seen but not answered
c64_4,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Neighbours",0,No
c64_4,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Neighbours",1,Yes
c64_4,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Neighbours",999906,Question seen but not answered
c64_5,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Your pet(s)",0,No
c64_5,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Your pet(s)",1,Yes
c64_5,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Your pet(s)",999906,Question seen but not answered
c64_6,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Work (even if you feel your job is safe)",0,No
c64_6,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Work (even if you feel your job is safe)",1,Yes
c64_6,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Work (even if you feel your job is safe)",999906,Question seen but not answered
c64_7,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Losing your job/unemployment",0,No
c64_7,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Losing your job/unemployment",1,Yes
c64_7,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Losing your job/unemployment",999906,Question seen but not answered
c64_8,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Finances",0,No
c64_8,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Finances",1,Yes
c64_8,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Finances",999906,Question seen but not answered
c64_9,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Getting medication",0,No
c64_9,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Getting medication",1,Yes
c64_9,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Getting medication",999906,Question seen but not answered
c64_10,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Getting food",0,No
c64_10,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Getting food",1,Yes
c64_10,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Getting food",999906,Question seen but not answered
c64_11,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Your own safety/security",0,No
c64_11,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Your own safety/security",1,Yes
c64_11,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Your own safety/security",999906,Question seen but not answered
c64_12,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Internet access",0,No
c64_12,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Internet access",1,Yes
c64_12,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Internet access",999906,Question seen but not answered
c64_13,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Boredom",0,No
c64_13,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Boredom",1,Yes
c64_13,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Boredom",999906,Question seen but not answered
c64_14,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Future plans",0,No
c64_14,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Future plans",1,Yes
c64_14,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Future plans",999906,Question seen but not answered
c64_15,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Catching COVID-19",0,No
c64_15,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Catching COVID-19",1,Yes
c64_15,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Catching COVID-19",999906,Question seen but not answered
c64_16,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Becoming seriously ill from COVID-19",0,No
c64_16,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Becoming seriously ill from COVID-19",1,Yes
c64_16,"64. Over the past week, have any of the following been worrying you at all, even if only in a minor way? - Becoming seriously ill from COVID-19",999906,Question seen but not answered
c65_1,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Marriage or other romantic relationship,0,No
c65_1,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Marriage or other romantic relationship,1,Yes
c65_1,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Marriage or other romantic relationship,999906,Question seen but not answered
c65_2,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Friends or family living in your household,0,No
c65_2,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Friends or family living in your household,1,Yes
c65_2,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Friends or family living in your household,999906,Question seen but not answered
c65_3,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Friends or family living outside your household,0,No
c65_3,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Friends or family living outside your household,1,Yes
c65_3,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Friends or family living outside your household,999906,Question seen but not answered
c65_4,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Neighbours,0,No
c65_4,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Neighbours,1,Yes
c65_4,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Neighbours,999906,Question seen but not answered
c65_5,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Your pet(s),0,No
c65_5,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Your pet(s),1,Yes
c65_5,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Your pet(s),999906,Question seen but not answered
c65_6,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Work (even if you feel your job is safe),0,No
c65_6,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Work (even if you feel your job is safe),1,Yes
c65_6,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Work (even if you feel your job is safe),999906,Question seen but not answered
c65_7,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Losing your job/unemployment,0,No
c65_7,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Losing your job/unemployment,1,Yes
c65_7,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Losing your job/unemployment,999906,Question seen but not answered
c65_8,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Finances,0,No
c65_8,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Finances,1,Yes
c65_8,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Finances,999906,Question seen but not answered
c65_9,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Getting medication,0,No
c65_9,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Getting medication,1,Yes
c65_9,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Getting medication,999906,Question seen but not answered
c65_10,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Getting food,0,No
c65_10,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Getting food,1,Yes
c65_10,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Getting food,999906,Question seen but not answered
c65_11,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Your own safety/security,0,No
c65_11,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Your own safety/security,1,Yes
c65_11,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Your own safety/security,999906,Question seen but not answered
c65_12,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Internet access,0,No
c65_12,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Internet access,1,Yes
c65_12,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Internet access,999906,Question seen but not answered
c65_13,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Boredom,0,No
c65_13,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Boredom,1,Yes
c65_13,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Boredom,999906,Question seen but not answered
c65_14,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Future plans,0,No
c65_14,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Future plans,1,Yes
c65_14,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Future plans,999906,Question seen but not answered
c65_15,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Catching COVID-19,0,No
c65_15,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Catching COVID-19,1,Yes
c65_15,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Catching COVID-19,999906,Question seen but not answered
c65_16,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Becoming seriously ill from COVID-19,0,No
c65_16,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Becoming seriously ill from COVID-19,1,Yes
c65_16,65. Have any of these things been causing you SIGNIFICANT stress? E.g. They have been constantly on your mind or have been keeping you awake at night - Becoming seriously ill from COVID-19,999906,Question seen but not answered
c66,"66. Overall, how do you feel your current financial situation compares to before the COVID-19 outbreak?",1,I'm much worse off
c66,"66. Overall, how do you feel your current financial situation compares to before the COVID-19 outbreak?",2,I'm a little worse off 
c66,"66. Overall, how do you feel your current financial situation compares to before the COVID-19 outbreak?",3,I'm about the same 
c66,"66. Overall, how do you feel your current financial situation compares to before the COVID-19 outbreak?",4,I'm a little better off
c66,"66. Overall, how do you feel your current financial situation compares to before the COVID-19 outbreak?",5,I'm much better off
c66,"66. Overall, how do you feel your current financial situation compares to before the COVID-19 outbreak?",999906,Question seen but not answered
d68,68. What type of place do you live in?,1,House or bungalow  
d68,68. What type of place do you live in?,2,Flat or apartment  
d68,68. What type of place do you live in?,3,"Hostel, Mobile home or caravan, Sheltered house/ Homeless  "
d68,68. What type of place do you live in?,6,Other
d68,68. What type of place do you live in?,999906,Question seen but not answered
d69,69. Which describes the home you live in?,1,Owned outright
d69,69. Which describes the home you live in?,2,Owned with the help of a mortgage
d69,69. Which describes the home you live in?,3,"Shared ownership (part owned, part rented)"
d69,69. Which describes the home you live in?,4,Remted
d69,69. Which describes the home you live in?,5,Living rent free
d69,69. Which describes the home you live in?,6,
d69,69. Which describes the home you live in?,999906,Question seen but not answered
d69,69. Which describes the home you live in?,999911,Question is skipped legitimately
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",0,Studio flat
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",1,1
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",2,2
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",3,3
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",4,4
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",5,5
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",6,6
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",7,7
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",8,8
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",9,9
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",10,10+
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",999906,Question seen but not answered
d70,"70. How many rooms are in your home? This does not include any bathrooms, toilets, kitchens, halls or landings. If you live in a shared house only count the rooms that are open to you to use. if you live in a block of flats, or a residential block with shared larger community areas, only count rooms within your flat. - Rooms",999911,Question is skipped legitimately
d71,71. Do you have access to a garden?,0,No
d71,71. Do you have access to a garden?,1,"Yes, a private garden"
d71,71. Do you have access to a garden?,2,"Yes, a shared garden"
d71,71. Do you have access to a garden?,999906,Question seen but not answered
d71,71. Do you have access to a garden?,999911,Question is skipped legitimately
d72,72. Do you have trouble with damp or mould in your home?,0,No
d72,72. Do you have trouble with damp or mould in your home?,1,Yes
d72,72. Do you have trouble with damp or mould in your home?,999906,Question seen but not answered
d72,72. Do you have trouble with damp or mould in your home?,999911,Question is skipped legitimately
d73,"73. Do you have trouble with vermin (e.g. mice, other rodents, cockroaches) in your home?",0,No
d73,"73. Do you have trouble with vermin (e.g. mice, other rodents, cockroaches) in your home?",1,Yes
d73,"73. Do you have trouble with vermin (e.g. mice, other rodents, cockroaches) in your home?",999906,Question seen but not answered
d73,"73. Do you have trouble with vermin (e.g. mice, other rodents, cockroaches) in your home?",999911,Question is skipped legitimately
d74,74. Which of the following is the main source of heating inside your home? Tick only one,1,Gas
d74,74. Which of the following is the main source of heating inside your home? Tick only one,2,Electricity
d74,74. Which of the following is the main source of heating inside your home? Tick only one,3,Coal or Wood
d74,74. Which of the following is the main source of heating inside your home? Tick only one,5,Oil
d74,74. Which of the following is the main source of heating inside your home? Tick only one,7,Other
d74,74. Which of the following is the main source of heating inside your home? Tick only one,999906,Question seen but not answered
d74,74. Which of the following is the main source of heating inside your home? Tick only one,999911,Question is skipped legitimately
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,1,Gas
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,2,Electricity
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,3,Coal or Wood
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,5,Oil
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,7,Other
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,999906,Question seen but not answered
d75,75. Which of the following is the main source of energy for cooking in your home? Tick only one,999911,Question is skipped legitimately
d76,76. Does the room where you cook have a window or door that you can open when cooking?,0,No
d76,76. Does the room where you cook have a window or door that you can open when cooking?,1,Yes
d76,76. Does the room where you cook have a window or door that you can open when cooking?,999906,Question seen but not answered
d76,76. Does the room where you cook have a window or door that you can open when cooking?,999911,Question is skipped legitimately
d77,77. Which of the following is the main way you keep the inside of your house cool in warm weather? Tick only one,1,"Natural ventilation or shade (e.g. open windows or doors, using heat absorbing shades)"
d77,77. Which of the following is the main way you keep the inside of your house cool in warm weather? Tick only one,2,Open outside doors
d77,77. Which of the following is the main way you keep the inside of your house cool in warm weather? Tick only one,3,Electronic devices (e.g. fans or air conditioning)
d77,77. Which of the following is the main way you keep the inside of your house cool in warm weather? Tick only one,4,
d77,77. Which of the following is the main way you keep the inside of your house cool in warm weather? Tick only one,999906,Question seen but not answered
d77,77. Which of the following is the main way you keep the inside of your house cool in warm weather? Tick only one,999911,Question is skipped legitimately
d78,78. Has your living arrangement changed because of the COVID-19 outbreak? Please tick all that apply,1,I moved to my current address temporarily because of the COVID-19 outbreak  
d78,78. Has your living arrangement changed because of the COVID-19 outbreak? Please tick all that apply,2,"Another adult (e.g. sibling, adult, child, parent) has moved into my address because of the COVID-19 outbreak  "
d78,78. Has your living arrangement changed because of the COVID-19 outbreak? Please tick all that apply,3,Adults I live with have moved elsewhere because of the COVID-19 outbreak 
d78,78. Has your living arrangement changed because of the COVID-19 outbreak? Please tick all that apply,4,My living arrangement has not changed  
d78,78. Has your living arrangement changed because of the COVID-19 outbreak? Please tick all that apply,999906,Question seen but not answered
d78,78. Has your living arrangement changed because of the COVID-19 outbreak? Please tick all that apply,999911,Question is skipped legitimately
d79,79. Who do you live with?,1,I live with other people
d79,79. Who do you live with?,2,I live by myself
d79,79. Who do you live with?,999906,Question seen but not answered
d79,79. Who do you live with?,999911,Question is skipped legitimately
d80,80. In total how many people do you live with?,1,1 One other person
d80,80. In total how many people do you live with?,2,2 Two other people
d80,80. In total how many people do you live with?,3,3 Three other people
d80,80. In total how many people do you live with?,4,4 Four other people
d80,80. In total how many people do you live with?,999906,Question seen but not answered
d80,80. In total how many people do you live with?,999911,Question is skipped legitimately
